hotel_id,rate,review_title
0,1.0,décevoir 5 étoile venir passer week end LUX Saint Gilles 974 être très déçu accueil froid manqu entretien carreau casser piscine allée fauteuil plage parasols piteux état ...... télévision wi fi ne NEG fonctionner pas NEG chambre ne mérite pas NEG 5 étoile prix pratiquer dommage car bénéficier cadre exceptionnel Vanda
0,4.0,cadre magnifique super hôtel cadre magnifique grand bel piscine petit déjeuner copieux très large choix personnel accueillant toujours souriant seul bémol 5 étoile chambre restent basique manqu transat auprès piscine car gens bloquer transat pendant heure partir faire tour pénaliser autre mise part cela avoir passer super moment mari revenir certainement
0,5.0,weekend rêve être suite anniversaire trop beau avoir avoir adorer accueil être très gentil très professionnel avoir avoir adorer restaurant page être juste top Super petit déjeuner servir également massage duo être petit cerise gâteau vraiment exceptionnel recommande merci avoir tout équipe avoir revenir
0,5.0,Superbe hotel manifiqu cadre excellent accueil très bien conseiller choix chambre être suite deux garçon suite être magnifique baignoire douche adapter personne mobilité réduit dommage avoir pas NEG siège douche sinon massage être exceller repas petit déjeuner copieux gourmand dire plus autre être excellent week end
0,5.0,super moment famille .. recommande magnifique séjour .. Piscine enfant avoir adorer .. merci ensemble personnel être petit soin écoute plus particulièrement Isabelle accueil rieul petit attention chambre être magnifique super confortable 🥰 .. très bientôt .. merci tata biscotte avoir conseiller ..
0,5.0,hotel 5 étoile pied lagon bleu magnifique hotel prestation remarquable service irréprochable excellent petit-déjeuner très bon restaurant midi soir 3 restaurant plus bar avoir célébrer anniversaire mariage tout être parfaire comme habitude beaucoup attention particulier avoir rendre séjour inoubliable agir 4èm séjour hotel revenir certainement
0,5.0,week end entre copine week end être prévoir Maurice donc annulé via agence voyage avoir décider passer Lux être 4 copine gym .... super moment détente personnel être très professionnel accueil arrivée comme départ rien dire .... barman coktail top Axel serveur plage kiosque glace personnel restaurant .... mention spécial Henri Ibrahim très ému avoir connaître enfant revoir établissement trentaine année plus tard .... Bravo félicitation tout équipe hôtel zéro faute .... être fier tant réunionnaise voir qu' avoir réunion hôtel pouvoir satisfaire autant Maurice être champion matière .... vendredi …
0,5.0,bel parenthèse improvisee toujours plaisir passer séjour bel structure séjour improviser dernier minute grâce promo très attirant merci lux chambre toujours impeccable buffet dîner petit dej très complet grand merci surtout personnel avoir prendre grand soin équipe là bagagerie avoir être très disponible véhiculer être béquille équipe snack plage merci Kevin conseil barmaid préparer rhum arranger équipe accueil cerise gâteau avoir bel attention fidélité re-merci lux bref avoir adorer revenir
0,4.0,cadre magnifique point fort personnel professionnel souriant serviable écoute cadre bord mer apaiser chambre propre literie très spacieux confortable piscine terrasse alentours rendre cadre très agréable petit déjeuner correct point faible qualité image télé décevoir 5 étoile difficulté connecter wifi place parking peu étroite dommage qu’ n’ avoir pas NEG jacuzzi spa tarif peu élevé bar cocktail fruit frais c’ être simple jus oranger ananer ne NEG pourrai pas NEG juger repas car n’ avoir pas NEG diner
0,3.0,Surprise Équipe réactif agréable bon accueil être vrai niveau inférieur 5 étoile Maurice cour équipement désuet bel grand piscine beaucoup effort rapport contexte Covid
0,4.0,top seul bémol chambre lire commentaire précédent pense sincèrement n' avoir pas NEG avoir chance répartition chambre (121 aller commencer point positif personnel vraiment top tre serviable aimable etc .... merci avoir établissement être super piscine resto les.cocktails alcoolisé avoir pas NEG goûté autre -le petit dej monstrueux si dame faire œuf tout seul faire gros boulot servir tout monde revanche chambre avoir être peu décevoir rapport standing hôtel infiltration eau voir photo baignoire douchette fuite réparation finition gros doigt enduit poser .... sans NEG peintur ni NEG ponçage ..... (photo chambre …
0,5.0,week end entre fille 🥰 avoir passer week end déconnectant remercier mme Isabelle Morel responsable réception avoir accueillir chaleureusement répondre attente durant court séjour avoir profiter moment cadre parfaire petit déjeuner tomber terre L’ omelette être toujours délicieux merci tout personnel également sourire avoir bien dormi
0,4.0,détente assuré Hotel agréable personnel aimable chambre propre petit déjeuner copieux restaurant plage varier succulent Priscilla avoir accueil très réactif aimable covid tout mesure sécurité être top
0,5.0,Top avoir passer séjour exceptionnel lieu bien sûr aussi personnel avoir permettre passer 6 jour paradis grand merci tout équipe personnel chambre celui restaurant bar merci particulier Kevin excellent cocktail sympathie revenir voir dès possible céline Olivier juste petit bémol rapportà salle bain être pas NEG digne 5 étoile falloir également cafetièr nespresso chambre
0,5.0,superbe hôtel Équipe top meilleur hôtel île avoir passer 2 semaine hôtel vacance Toussaint famille couple 1 enfant 9 an tout abord cadre hôtel être extraordinaire placer plus bel plage île bénéficiez lagon digne carte postal aménager transat parasol ainsi service bar ramener cocktail noix coco fraîche transat merci Jonathan service accueil fort sympathique bel grand piscine hôtel être chauffer pareil service bar servit transat vrai service 5 étoile restauration être très bon qualité avoir 4 restaurant hôtel bar service continu club sandwich être succulent frite maison delice …
